HillClimber,11729535.0,20,925,70,2
algoritme,score,housecount,climb,swaps,change
HillClimber,11742360.0,20,934,71,2
algoritme,score,housecount,climb,swaps,change
HillClimber,11766300.0,20,937,72,2
algoritme,score,housecount,climb,swaps,change
HillClimber,11772345.0,20,1026,73,2
algoritme,score,housecount,climb,swaps,change
HillClimber,11785170.0,20,1049,74,2
algoritme,score,housecount,climb,swaps,change
HillClimber,11793150.0,20,1075,75,2
algoritme,score,housecount,climb,swaps,change
HillClimber,11872950.0,20,1076,76,2
algoritme,score,housecount,climb,swaps,change
HillClimber,11881500.0,20,1077,77,2
algoritme,score,housecount,climb,swaps,change
HillClimber,11902140.0,20,1089,78,2
algoritme,score,housecount,climb,swaps,change
HillClimber,11905845.0,20,1116,79,2
algoritme,score,housecount,climb,swaps,change
HillClimber,11961945.0,20,1160,80,2
algoritme,score,housecount,climb,swaps,change
HillClimber,12009825.0,20,1182,81,2
