algoritme,score,housecount,water,iteratie,score,,
Random,24139365,60,"[[34, 238, 194, 94]]",8147,24139365,,
Random,24139530,60,"[[59, 244, 347, 164]]",8148,24139530,,
Random,24139575,60,"[[191, 85, 216, 56], [1, 83, 128, 27], [234, 317, 303, 154], [59, 303, 105, 217]]",8149,24139575,,
Random,24139980,60,"[[187, 202, 237, 47], [42, 317, 181, 207]]",8150,24139980,,
Random,24140085,60,"[[75, 276, 171, 36]]",8151,24140085,,
Random,24140355,60,"[[167, 154, 242, 0], [48, 257, 163, 179], [256, 165, 340, 135]]",8152,24140355,,
Random,24140370,60,"[[168, 168, 348, 40]]",8153,24140370,,
Random,24140475,60,"[[21, 90, 277, 0]]",8154,24140475,,
Random,24140505,60,"[[95, 299, 207, 164], [219, 252, 318, 172]]",8155,24140505,,
Random,24140565,60,"[[73, 194, 265, 74]]",8156,24140565,,
Random,24140790,60,"[[109, 172, 301, 52]]",8157,24140790,,
Random,24140865,60,"[[59, 108, 337, 36], [177, 283, 261, 247]]",8158,24140865,,
Random,24141045,60,"[[244, 250, 265, 223], [201, 63, 352, 11], [228, 154, 259, 111], [23, 192, 111, 41]]",8159,24141045,,
Random,24141165,60,"[[169, 307, 319, 217], [38, 135, 60, 48], [175, 154, 298, 92]]",8160,24141165,,
Random,24141225,60,"[[15, 242, 90, 179], [126, 200, 263, 86], [89, 169, 118, 76]]",8161,24141225,,
Random,24141720,60,"[[145, 268, 235, 12]]",8162,24141720,,
Random,24141885,60,"[[57, 294, 107, 249], [140, 238, 316, 163], [73, 149, 139, 34]]",8163,24141885,,
Random,24142050,60,"[[157, 182, 301, 22]]",8164,24142050,,
Random,24142275,60,"[[51, 302, 307, 212]]",8165,24142275,,
Random,24142335,60,"[[174, 273, 315, 235], [149, 134, 225, 52], [108, 167, 149, 42], [10, 230, 65, 115]]",8166,24142335,,
Random,24142365,60,"[[127, 164, 269, 127], [26, 123, 203, 32], [270, 74, 293, 1]]",8167,24142365,,
Random,24142635,60,"[[82, 270, 262, 142]]",8168,24142635,,
Random,24142725,60,"[[71, 182, 251, 54]]",8169,24142725,,
Random,24142905,60,"[[27, 212, 249, 140], [32, 127, 176, 78]]",8170,24142905,,
Random,24142935,60,"[[69, 245, 309, 149]]",8171,24142935,,
Random,24142980,60,"[[180, 93, 300, 56], [99, 244, 299, 151]]",8172,24142980,,
Random,24143250,60,"[[102, 301, 179, 36], [214, 258, 245, 173]]",8173,24143250,,
Random,24143295,60,"[[221, 235, 349, 55]]",8174,24143295,,
Random,24143325,60,"[[183, 165, 205, 92], [264, 205, 322, 113], [48, 103, 175, 25], [216, 105, 360, 62]]",8175,24143325,,
Random,24143400,60,"[[256, 104, 272, 70], [256, 285, 332, 169], [93, 274, 188, 130]]",8176,24143400,,
Random,24143430,60,"[[52, 293, 292, 197]]",8177,24143430,,
Random,24143685,60,"[[19, 186, 131, 0], [123, 286, 215, 262]]",8178,24143685,,
Random,24143700,60,"[[207, 133, 231, 91], [8, 304, 212, 196]]",8179,24143700,,
Random,24144015,60,"[[69, 219, 197, 39]]",8180,24144015,,
Random,24144105,60,"[[12, 299, 156, 139]]",8181,24144105,,
Random,24144165,60,"[[9, 290, 101, 227], [291, 245, 357, 96], [100, 138, 195, 60]]",8182,24144165,,
Random,24144240,60,"[[27, 169, 171, 9]]",8183,24144240,,
Random,24144375,60,"[[217, 288, 298, 69], [75, 243, 132, 150]]",8184,24144375,,
Random,24144390,60,"[[101, 258, 215, 148], [44, 100, 184, 25]]",8185,24144390,,
Random,24144525,60,"[[118, 254, 238, 62]]",8186,24144525,,
Random,24144615,60,"[[165, 200, 237, 175], [123, 170, 303, 52]]",8187,24144615,,
Random,24144630,60,"[[289, 149, 330, 48], [214, 314, 275, 189], [64, 262, 192, 214], [61, 71, 151, 14]]",8188,24144630,,
Random,24144765,60,"[[72, 250, 192, 58]]",8189,24144765,,
Random,24144855,60,"[[114, 299, 242, 119]]",8190,24144855,,
Random,24145110,60,"[[59, 201, 179, 9]]",8191,24145110,,
Random,24145290,60,"[[202, 72, 348, 20], [60, 236, 76, 175], [132, 144, 333, 72]]",8192,24145290,,
Random,24145305,60,"[[52, 179, 100, 91], [150, 218, 318, 106]]",8193,24145305,,
Random,24145815,60,"[[230, 314, 310, 26]]",8194,24145815,,
Random,24145995,60,"[[142, 254, 302, 110]]",8195,24145995,,
Random,24146130,60,"[[225, 216, 353, 36]]",8196,24146130,,
Random,24146175,60,"[[2, 172, 182, 44]]",8197,24146175,,
Random,24146220,60,"[[137, 287, 297, 143]]",8198,24146220,,
Random,24146265,60,"[[17, 249, 161, 145], [28, 95, 124, 11]]",8199,24146265,,
Random,24146430,60,"[[217, 306, 345, 126]]",8200,24146430,,
Random,24146490,60,"[[54, 225, 90, 100], [154, 172, 244, 51], [262, 184, 313, 34]]",8201,24146490,,
Random,24146505,60,"[[234, 191, 338, 42], [140, 293, 182, 268], [118, 70, 189, 36], [183, 296, 217, 176]]",8202,24146505,,
Random,24146700,60,"[[13, 122, 301, 42]]",8203,24146700,,
Random,24146760,60,"[[235, 203, 347, 171], [14, 238, 84, 69], [108, 186, 231, 124]]",8204,24146760,,
Random,24146835,60,"[[174, 91, 321, 17], [134, 303, 213, 192], [248, 223, 335, 184]]",8205,24146835,,
Random,24146850,60,"[[140, 196, 172, 122], [28, 298, 260, 230], [112, 105, 170, 33], [231, 37, 255, 7]]",8206,24146850,,
Random,24146955,60,"[[53, 272, 213, 128]]",8207,24146955,,
Random,24146970,60,"[[10, 133, 236, 69], [56, 269, 123, 141]]",8208,24146970,,
Random,24147045,60,"[[299, 314, 353, 198], [105, 299, 151, 250], [81, 219, 275, 146], [59, 89, 79, 71]]",8209,24147045,,
Random,24147090,60,"[[261, 123, 321, 82], [0, 261, 105, 65]]",8210,24147090,,
Random,24147105,60,"[[136, 140, 256, 49], [174, 253, 294, 152]]",8211,24147105,,
Random,24147120,60,"[[274, 123, 306, 35], [9, 306, 88, 50]]",8212,24147120,,
Random,24147405,60,"[[147, 274, 252, 112], [282, 232, 327, 98]]",8213,24147405,,
Random,24147465,60,"[[44, 306, 284, 210]]",8214,24147465,,
Random,24147705,60,"[[49, 202, 155, 22], [192, 100, 291, 60]]",8215,24147705,,
Random,24147735,60,"[[2, 281, 31, 220], [114, 86, 209, 10], [94, 288, 270, 213], [254, 113, 291, 90]]",8216,24147735,,
Random,24147795,60,"[[71, 251, 251, 123]]",8217,24147795,,
Random,24148140,60,"[[149, 285, 309, 141]]",8218,24148140,,
Random,24148245,60,"[[114, 287, 318, 179], [34, 299, 97, 283]]",8219,24148245,,
Random,24148320,60,"[[22, 186, 147, 138], [123, 256, 217, 230], [94, 82, 272, 0]]",8220,24148320,,
Random,24148365,60,"[[273, 195, 333, 57], [142, 186, 265, 66]]",8221,24148365,,
Random,24148410,60,"[[226, 158, 336, 91], [99, 221, 200, 141], [3, 254, 69, 139]]",8222,24148410,,
Random,24148500,60,"[[261, 182, 360, 92], [306, 65, 326, 40], [131, 186, 225, 41]]",8223,24148500,,
Random,24148800,60,"[[208, 300, 352, 140]]",8224,24148800,,
Random,24148860,60,"[[11, 312, 62, 160], [243, 169, 302, 28], [81, 219, 150, 118]]",8225,24148860,,
Random,24148980,60,"[[221, 146, 290, 72], [82, 233, 173, 204], [78, 169, 173, 8]]",8226,24148980,,
Random,24148980,60,"[[78, 167, 202, 10], [322, 268, 342, 249], [65, 224, 122, 168]]",8227,24148980,,
Random,24149055,60,"[[159, 299, 213, 219], [278, 62, 347, 12], [29, 153, 170, 52], [232, 108, 253, 59]]",8228,24149055,,
Random,24149115,60,"[[186, 302, 306, 110]]",8229,24149115,,
Random,24149145,60,"[[252, 241, 295, 191], [122, 293, 232, 188], [81, 278, 98, 272], [198, 138, 347, 76]]",8230,24149145,,
Random,24149250,60,"[[264, 260, 354, 4]]",8231,24149250,,
Random,24149310,60,"[[69, 294, 261, 174]]",8232,24149310,,
Random,24149310,60,"[[173, 276, 236, 153], [262, 84, 308, 48], [62, 136, 197, 35]]",8233,24149310,,
Random,24149340,60,"[[284, 128, 354, 22], [128, 98, 284, 7], [209, 283, 217, 258], [135, 269, 186, 245]]",8234,24149340,,
Random,24149445,60,"[[329, 264, 338, 249], [76, 200, 193, 13], [216, 228, 273, 210]]",8235,24149445,,
Random,24149625,60,"[[289, 81, 332, 49], [148, 232, 273, 72], [298, 281, 330, 229]]",8236,24149625,,
Random,24149700,60,"[[84, 297, 244, 153]]",8237,24149700,,
Random,24149820,60,"[[82, 290, 242, 146]]",8238,24149820,,
Random,24149955,60,"[[209, 311, 276, 74], [34, 181, 111, 88]]",8239,24149955,,
Random,24150000,60,"[[176, 117, 305, 0], [33, 201, 136, 153], [127, 276, 218, 243]]",8240,24150000,,
Random,24150030,60,"[[124, 271, 204, 2], [230, 169, 250, 93]]",8241,24150030,,
Random,24150120,60,"[[12, 125, 268, 35]]",8242,24150120,,
Random,24150225,60,"[[111, 236, 303, 116]]",8243,24150225,,
Random,24150540,60,"[[57, 194, 87, 178], [293, 312, 339, 152], [155, 120, 229, 45], [79, 310, 272, 260]]",8244,24150540,,
Random,24150570,60,"[[134, 275, 191, 191], [166, 140, 335, 32]]",8245,24150570,,
Random,24150765,60,"[[113, 237, 273, 93]]",8246,24150765,,
Random,24150840,60,"[[92, 136, 144, 2], [217, 132, 328, 25], [136, 236, 217, 191], [279, 23, 304, 1]]",8247,24150840,,
Random,24151005,60,"[[30, 262, 286, 172]]",8248,24151005,,
Random,24151095,60,"[[161, 233, 240, 24], [260, 152, 307, 45], [94, 82, 129, 58], [112, 234, 142, 212]]",8249,24151095,,
Random,24151140,60,"[[115, 137, 355, 41]]",8250,24151140,,
Random,24151395,60,"[[253, 133, 339, 17], [116, 215, 300, 144]]",8251,24151395,,
Random,24151725,60,"[[35, 273, 215, 145]]",8252,24151725,,
Random,24151845,60,"[[212, 301, 232, 261], [36, 307, 99, 211], [140, 233, 278, 155], [172, 95, 264, 36]]",8253,24151845,,
Random,24151845,60,"[[125, 246, 305, 118]]",8254,24151845,,
Random,24151950,60,"[[47, 133, 219, 19], [179, 280, 267, 241]]",8255,24151950,,
Random,24152025,60,"[[133, 225, 356, 161], [50, 161, 114, 24]]",8256,24152025,,
Random,24152040,60,"[[151, 217, 271, 25]]",8257,24152040,,
Random,24152085,60,"[[3, 147, 229, 75], [61, 244, 155, 172]]",8258,24152085,,
Random,24152130,60,"[[196, 141, 241, 4], [27, 125, 162, 0]]",8259,24152130,,
Random,24152160,60,"[[24, 45, 59, 34], [10, 222, 119, 164], [151, 70, 221, 24], [246, 243, 339, 102]]",8260,24152160,,
Random,24152190,60,"[[70, 213, 198, 33]]",8261,24152190,,
Random,24152250,60,"[[269, 264, 331, 219], [179, 269, 269, 44]]",8262,24152250,,
Random,24152325,60,"[[134, 250, 326, 130]]",8263,24152325,,
Random,24152490,60,"[[172, 221, 292, 31], [39, 311, 63, 301]]",8264,24152490,,
Random,24152505,60,"[[85, 282, 114, 262], [245, 227, 310, 58], [120, 224, 192, 69], [70, 261, 79, 226]]",8265,24152505,,
Random,24152625,60,"[[216, 289, 234, 256], [168, 231, 297, 57]]",8266,24152625,,
Random,24152640,60,"[[319, 316, 355, 174], [277, 209, 295, 161], [121, 241, 245, 180], [6, 251, 101, 151]]",8267,24152640,,
Random,24152640,60,"[[21, 71, 145, 7], [187, 215, 255, 110], [273, 90, 359, 35], [179, 79, 228, 13]]",8268,24152640,,
Random,24152700,60,"[[190, 282, 318, 102]]",8269,24152700,,
Random,24152895,60,"[[188, 210, 214, 131], [56, 188, 153, 148], [189, 109, 231, 3], [132, 292, 354, 235]]",8270,24152895,,
Random,24152910,60,"[[27, 157, 135, 79], [87, 59, 147, 17], [109, 242, 253, 158]]",8271,24152910,,
Random,24153030,60,"[[4, 291, 132, 111]]",8272,24153030,,
Random,24153090,60,"[[278, 123, 309, 80], [227, 214, 359, 133], [55, 163, 84, 96], [60, 262, 204, 199]]",8273,24153090,,
Random,24153270,60,"[[180, 137, 217, 61], [26, 120, 117, 16], [94, 319, 251, 254], [33, 284, 46, 241]]",8274,24153270,,
Random,24153360,60,"[[132, 187, 294, 58], [63, 111, 114, 69]]",8275,24153360,,
Random,24153510,60,"[[53, 168, 216, 51], [15, 230, 96, 181]]",8276,24153510,,
Random,24153510,60,"[[176, 254, 304, 74]]",8277,24153510,,
Random,24153555,60,"[[94, 309, 160, 112], [219, 240, 294, 115], [308, 291, 321, 240]]",8278,24153555,,
Random,24153705,60,"[[22, 289, 199, 244], [269, 256, 336, 31]]",8279,24153705,,
Random,24153750,60,"[[142, 98, 170, 83], [59, 257, 319, 170]]",8280,24153750,,
Random,24153885,60,"[[108, 295, 288, 167]]",8281,24153885,,
Random,24153945,60,"[[117, 193, 245, 13]]",8282,24153945,,
Random,24154020,60,"[[236, 155, 293, 11], [58, 148, 111, 29], [21, 204, 176, 149]]",8283,24154020,,
Random,24154245,60,"[[44, 282, 168, 183], [199, 284, 251, 77]]",8284,24154245,,
Random,24154395,60,"[[78, 94, 174, 24], [246, 83, 315, 43], [123, 249, 236, 129]]",8285,24154395,,
Random,24154470,60,"[[88, 265, 138, 235], [192, 129, 324, 4], [4, 159, 36, 87], [144, 77, 192, 20]]",8286,24154470,,
Random,24154590,60,"[[241, 109, 301, 19], [327, 299, 337, 263], [253, 238, 299, 226], [26, 317, 128, 153]]",8287,24154590,,
Random,24154635,60,"[[142, 300, 286, 140]]",8288,24154635,,
Random,24154965,60,"[[14, 282, 116, 120], [184, 115, 215, 106], [131, 295, 230, 232]]",8289,24154965,,
Random,24154995,60,"[[83, 287, 275, 167]]",8290,24154995,,
Random,24155085,60,"[[129, 101, 257, 19], [244, 258, 303, 125], [18, 265, 76, 206], [186, 266, 211, 215]]",8291,24155085,,
Random,24155100,60,"[[192, 290, 340, 234], [284, 101, 330, 67], [77, 177, 234, 93]]",8292,24155100,,
Random,24155145,60,"[[60, 251, 204, 91]]",8293,24155145,,
Random,24155265,60,"[[90, 194, 183, 85], [80, 69, 267, 0]]",8294,24155265,,
Random,24155295,60,"[[26, 161, 170, 1]]",8295,24155295,,
Random,24155400,60,"[[0, 209, 256, 119]]",8296,24155400,,
Random,24155655,60,"[[142, 271, 309, 143], [99, 118, 125, 54]]",8297,24155655,,
Random,24155655,60,"[[198, 263, 221, 209], [88, 203, 222, 44], [334, 250, 346, 209]]",8298,24155655,,
Random,24155880,60,"[[153, 257, 331, 191], [42, 146, 242, 95], [70, 84, 91, 32]]",8299,24155880,,
Random,24155895,60,"[[70, 266, 262, 146]]",8300,24155895,,
Random,24156015,60,"[[113, 314, 203, 58]]",8301,24156015,,
Random,24156030,60,"[[43, 158, 223, 30]]",8302,24156030,,
Random,24156030,60,"[[91, 174, 283, 54]]",8303,24156030,,
Random,24156150,60,"[[209, 187, 227, 116], [8, 142, 17, 130], [167, 38, 246, 12], [6, 267, 202, 167]]",8304,24156150,,
Random,24156180,60,"[[89, 217, 209, 25]]",8305,24156180,,
Random,24156270,60,"[[294, 138, 346, 9], [4, 153, 20, 111], [62, 282, 207, 174]]",8306,24156270,,
Random,24156300,60,"[[111, 286, 271, 142]]",8307,24156300,,
Random,24156420,60,"[[72, 79, 225, 27], [7, 162, 66, 140], [33, 291, 259, 230]]",8308,24156420,,
Random,24156450,60,"[[180, 309, 260, 21]]",8309,24156450,,
Random,24156765,60,"[[45, 318, 165, 126]]",8310,24156765,,
Random,24156780,60,"[[111, 305, 232, 219], [315, 107, 359, 68], [40, 187, 146, 84]]",8311,24156780,,
Random,24156990,60,"[[177, 258, 257, 61], [304, 212, 360, 82]]",8312,24156990,,
Random,24157635,60,"[[157, 282, 301, 122]]",8313,24157635,,
Random,24157695,60,"[[177, 171, 222, 18], [254, 282, 319, 111], [284, 63, 329, 36], [24, 91, 99, 40]]",8314,24157695,,
Random,24157815,60,"[[143, 288, 223, 0]]",8315,24157815,,
Random,24158220,60,"[[127, 305, 217, 49]]",8316,24158220,,
Random,24158325,60,"[[153, 188, 187, 71], [197, 124, 229, 28], [253, 197, 335, 2]]",8317,24158325,,
Random,24158325,60,"[[57, 239, 220, 131], [240, 79, 266, 1], [175, 272, 195, 260], [311, 89, 347, 1]]",8318,24158325,,
Random,24158490,60,"[[122, 172, 302, 44]]",8319,24158490,,
Random,24158490,60,"[[5, 286, 293, 206]]",8320,24158490,,
Random,24158655,60,"[[54, 62, 127, 32], [27, 204, 305, 129]]",8321,24158655,,
Random,24158700,60,"[[11, 177, 152, 62], [224, 285, 329, 220]]",8322,24158700,,
Random,24158745,60,"[[236, 164, 272, 87], [49, 256, 83, 193], [194, 297, 335, 189], [128, 161, 191, 115]]",8323,24158745,,
Random,24158805,60,"[[2, 241, 62, 116], [144, 124, 292, 19]]",8324,24158805,,
Random,24158850,60,"[[67, 252, 259, 132]]",8325,24158850,,
Random,24158955,60,"[[302, 24, 341, 12], [157, 114, 223, 32], [1, 282, 79, 62]]",8326,24158955,,
Random,24159015,60,"[[124, 148, 302, 61], [292, 299, 354, 202], [152, 253, 172, 176]]",8327,24159015,,
Random,24159210,60,"[[266, 272, 336, 107], [60, 108, 139, 54], [197, 51, 227, 15], [105, 305, 201, 241]]",8328,24159210,,
Random,24159450,60,"[[268, 146, 312, 122], [49, 291, 72, 272], [88, 238, 233, 102], [22, 179, 51, 116]]",8329,24159450,,
Random,24159450,60,"[[288, 276, 308, 234], [233, 159, 360, 89], [126, 307, 250, 229], [78, 221, 185, 187]]",8330,24159450,,
Random,24159705,60,"[[16, 145, 240, 73], [93, 216, 213, 168], [293, 147, 357, 129]]",8331,24159705,,
Random,24160095,60,"[[149, 305, 229, 17]]",8332,24160095,,
Random,24160410,60,"[[62, 229, 99, 101], [195, 311, 284, 266], [183, 231, 262, 50]]",8333,24160410,,
Random,24160845,60,"[[138, 303, 266, 123]]",8334,24160845,,
Random,24161160,60,"[[232, 112, 243, 71], [117, 262, 298, 212], [143, 50, 318, 5], [76, 192, 135, 96]]",8335,24161160,,
Random,24161280,60,"[[258, 197, 314, 41], [12, 320, 124, 209], [226, 122, 252, 50]]",8336,24161280,,
Random,24161460,60,"[[134, 235, 306, 156], [48, 195, 75, 183], [228, 147, 283, 19], [110, 114, 139, 42]]",8337,24161460,,
Random,24161550,60,"[[208, 293, 304, 53]]",8338,24161550,,
Random,24161865,60,"[[234, 300, 311, 150], [12, 270, 99, 164], [273, 101, 309, 38]]",8339,24161865,,
Random,24161895,60,"[[23, 318, 147, 148], [215, 235, 285, 207]]",8340,24161895,,
Random,24161910,60,"[[24, 61, 39, 49], [60, 304, 183, 193], [236, 92, 285, 22], [91, 55, 200, 2]]",8341,24161910,,
Random,24162000,60,"[[180, 125, 261, 103], [86, 243, 248, 164], [10, 109, 100, 15]]",8342,24162000,,
Random,24162030,60,"[[0, 202, 144, 42]]",8343,24162030,,
Random,24162030,60,"[[300, 105, 343, 0], [17, 205, 112, 10]]",8344,24162030,,
Random,24162075,60,"[[37, 287, 109, 27], [244, 237, 289, 141]]",8345,24162075,,
Random,24162090,60,"[[18, 312, 138, 120]]",8346,24162090,,
Random,24162120,60,"[[157, 175, 310, 89], [55, 213, 136, 91]]",8347,24162120,,
Random,24162180,60,"[[187, 226, 297, 172], [69, 122, 219, 8]]",8348,24162180,,
Random,24162225,60,"[[30, 194, 190, 50]]",8349,24162225,,
Random,24162525,60,"[[96, 37, 141, 0], [102, 236, 327, 141]]",8350,24162525,,
Random,24162795,60,"[[133, 299, 261, 119]]",8351,24162795,,
Random,24162810,60,"[[229, 296, 278, 204], [123, 140, 287, 27]]",8352,24162810,,
Random,24162855,60,"[[88, 147, 317, 57], [228, 217, 261, 181], [193, 167, 210, 161], [257, 243, 314, 223]]",8353,24162855,,
Random,24162885,60,"[[75, 253, 203, 73]]",8354,24162885,,
Random,24162990,60,"[[273, 272, 315, 125], [51, 117, 110, 67], [158, 316, 229, 120]]",8355,24162990,,
Random,24163545,60,"[[86, 178, 116, 136], [162, 160, 327, 28]]",8356,24163545,,
Random,24163635,60,"[[211, 280, 268, 250], [29, 228, 86, 2], [132, 117, 264, 53]]",8357,24163635,,
Random,24163860,60,"[[83, 240, 143, 72], [166, 266, 310, 176]]",8358,24163860,,
Random,24163905,60,"[[115, 305, 193, 177], [178, 99, 246, 14], [234, 236, 318, 157], [206, 147, 238, 127]]",8359,24163905,,
Random,24163905,60,"[[83, 179, 275, 59]]",8360,24163905,,
Random,24163920,60,"[[206, 286, 280, 91], [28, 236, 98, 113]]",8361,24163920,,
Random,24164055,60,"[[225, 279, 315, 23]]",8362,24164055,,
Random,24164295,60,"[[165, 263, 293, 83]]",8363,24164295,,
Random,24164340,60,"[[199, 42, 269, 10], [155, 205, 277, 95], [45, 235, 105, 112]]",8364,24164340,,
Random,24164685,60,"[[340, 206, 355, 148], [269, 79, 355, 57], [4, 244, 93, 38], [211, 209, 292, 185]]",8365,24164685,,
Random,24164850,60,"[[221, 198, 252, 102], [269, 304, 331, 76], [160, 124, 217, 20]]",8366,24164850,,
Random,24164910,60,"[[10, 292, 138, 112]]",8367,24164910,,
Random,24164940,60,"[[158, 304, 302, 144]]",8368,24164940,,
Random,24165045,60,"[[264, 67, 308, 54], [182, 304, 238, 176], [67, 313, 169, 163]]",8369,24165045,,
Random,24165105,60,"[[36, 258, 156, 66]]",8370,24165105,,
Random,24165390,60,"[[32, 251, 320, 171]]",8371,24165390,,
Random,24165420,60,"[[189, 271, 333, 111]]",8372,24165420,,
Random,24165465,60,"[[147, 231, 275, 51]]",8373,24165465,,
Random,24165885,60,"[[105, 185, 249, 25]]",8374,24165885,,
Random,24166215,60,"[[56, 283, 152, 85], [112, 54, 208, 12]]",8375,24166215,,
Random,24166230,60,"[[98, 81, 218, 4], [132, 282, 252, 167]]",8376,24166230,,
Random,24166380,60,"[[10, 187, 298, 107]]",8377,24166380,,
Random,24166425,60,"[[40, 219, 200, 75]]",8378,24166425,,
Random,24166800,60,"[[24, 227, 119, 157], [137, 182, 247, 33]]",8379,24166800,,
Random,24166950,60,"[[52, 206, 308, 116]]",8380,24166950,,
Random,24166950,60,"[[187, 247, 315, 67]]",8381,24166950,,
Random,24167070,60,"[[58, 222, 86, 210], [106, 187, 273, 58], [1, 167, 28, 124]]",8382,24167070,,
Random,24167085,60,"[[98, 141, 122, 81], [117, 270, 357, 180]]",8383,24167085,,
Random,24167580,60,"[[254, 240, 337, 146], [6, 109, 68, 35], [107, 317, 182, 175]]",8384,24167580,,
Random,24167655,60,"[[65, 313, 185, 121]]",8385,24167655,,
Random,24167655,60,"[[77, 257, 269, 137]]",8386,24167655,,
Random,24167925,60,"[[18, 99, 180, 4], [43, 262, 193, 211]]",8387,24167925,,
Random,24168120,60,"[[34, 180, 88, 163], [120, 136, 306, 62], [161, 225, 221, 155], [165, 305, 231, 242]]",8388,24168120,,
Random,24168360,60,"[[76, 277, 172, 37]]",8389,24168360,,
Random,24168495,60,"[[23, 202, 86, 94], [246, 182, 313, 28], [123, 124, 200, 60], [137, 311, 192, 293]]",8390,24168495,,
Random,24168930,60,"[[240, 213, 345, 37], [85, 125, 199, 85]]",8391,24168930,,
Random,24168945,60,"[[99, 49, 184, 13], [107, 221, 255, 86]]",8392,24168945,,
Random,24169170,60,"[[55, 43, 203, 1], [112, 308, 244, 230], [134, 191, 270, 143]]",8393,24169170,,
Random,24169230,60,"[[30, 282, 150, 90]]",8394,24169230,,
Random,24169260,60,"[[253, 93, 294, 29], [53, 252, 134, 99], [183, 217, 254, 104]]",8395,24169260,,
Random,24169260,60,"[[35, 241, 127, 159], [215, 320, 295, 144], [100, 306, 159, 282]]",8396,24169260,,
Random,24169260,60,"[[108, 96, 314, 21], [42, 258, 180, 203]]",8397,24169260,,
Random,24169365,60,"[[143, 236, 279, 122], [98, 250, 133, 160], [265, 84, 284, 42], [50, 102, 102, 33]]",8398,24169365,,
Random,24169470,60,"[[64, 156, 256, 36]]",8399,24169470,,
Random,24169515,60,"[[154, 136, 334, 8]]",8400,24169515,,
Random,24169740,60,"[[193, 314, 307, 171], [41, 216, 128, 152], [248, 38, 313, 20]]",8401,24169740,,
Random,24169830,60,"[[94, 305, 158, 197], [149, 187, 341, 103]]",8402,24169830,,
Random,24169905,60,"[[24, 122, 280, 32]]",8403,24169905,,
Random,24170115,60,"[[125, 292, 253, 112]]",8404,24170115,,
Random,24170280,60,"[[35, 198, 155, 45], [229, 278, 333, 233]]",8405,24170280,,
Random,24170430,60,"[[113, 170, 278, 44], [315, 81, 360, 31]]",8406,24170430,,
Random,24170595,60,"[[162, 209, 342, 81]]",8407,24170595,,
Random,24170640,60,"[[104, 178, 248, 18]]",8408,24170640,,
Random,24170670,60,"[[241, 277, 305, 226], [4, 266, 53, 175], [279, 38, 346, 3], [23, 105, 211, 36]]",8409,24170670,,
Random,24170805,60,"[[97, 318, 177, 30]]",8410,24170805,,
Random,24170805,60,"[[113, 298, 305, 194], [62, 138, 79, 102], [318, 281, 348, 199]]",8411,24170805,,
Random,24170910,60,"[[87, 225, 267, 97]]",8412,24170910,,
Random,24171195,60,"[[49, 66, 123, 0], [145, 213, 261, 57], [124, 92, 134, 86]]",8413,24171195,,
Random,24171255,60,"[[314, 192, 359, 170], [239, 112, 337, 28], [222, 320, 285, 229], [31, 116, 196, 67]]",8414,24171255,,
Random,24171330,60,"[[115, 244, 259, 84]]",8415,24171330,,
Random,24171420,60,"[[196, 296, 304, 266], [112, 139, 163, 79], [5, 272, 160, 164]]",8416,24171420,,
Random,24171480,60,"[[205, 219, 238, 197], [235, 135, 304, 65], [41, 68, 61, 45], [100, 182, 212, 30]]",8417,24171480,,
Random,24171510,60,"[[69, 287, 229, 143]]",8418,24171510,,
Random,24171975,60,"[[89, 90, 229, 42], [268, 305, 353, 113]]",8419,24171975,,
Random,24172125,60,"[[48, 239, 183, 197], [202, 82, 225, 6], [307, 226, 360, 68], [233, 226, 281, 75]]",8420,24172125,,
Random,24172155,60,"[[184, 186, 283, 122], [39, 105, 213, 9]]",8421,24172155,,
Random,24172425,60,"[[8, 103, 296, 23]]",8422,24172425,,
Random,24172470,60,"[[228, 261, 281, 91], [27, 148, 142, 26]]",8423,24172470,,
Random,24172740,60,"[[14, 311, 152, 152], [181, 94, 242, 76]]",8424,24172740,,
Random,24172830,60,"[[96, 136, 287, 64], [126, 315, 198, 186]]",8425,24172830,,
Random,24172980,60,"[[226, 319, 357, 197], [16, 314, 48, 244], [102, 236, 168, 163]]",8426,24172980,,
Random,24172980,60,"[[225, 164, 340, 22], [149, 230, 210, 120]]",8427,24172980,,
Random,24173175,60,"[[87, 183, 215, 3]]",8428,24173175,,
Random,24173295,60,"[[25, 232, 139, 76], [211, 279, 283, 206]]",8429,24173295,,
Random,24173325,60,"[[143, 247, 287, 87]]",8430,24173325,,
Random,24173325,60,"[[329, 277, 353, 229], [10, 167, 238, 71]]",8431,24173325,,
Random,24173355,60,"[[192, 115, 295, 19], [18, 112, 155, 16]]",8432,24173355,,
Random,24173730,60,"[[120, 300, 221, 218], [171, 217, 272, 95], [35, 272, 119, 243]]",8433,24173730,,
Random,24173775,60,"[[150, 184, 278, 4]]",8434,24173775,,
Random,24173805,60,"[[270, 163, 331, 112], [47, 213, 171, 66], [227, 183, 254, 120]]",8435,24173805,,
Random,24174030,60,"[[261, 303, 337, 225], [171, 181, 295, 43]]",8436,24174030,,
Random,24174225,60,"[[81, 289, 171, 33]]",8437,24174225,,
Random,24174270,60,"[[141, 193, 301, 49]]",8438,24174270,,
Random,24174420,60,"[[67, 219, 211, 59]]",8439,24174420,,
Random,24174450,60,"[[6, 247, 86, 19], [249, 115, 354, 75], [128, 189, 152, 164]]",8440,24174450,,
