algoritme,score,housecount,water,iteratie,score,,
Random,24174750,60,"[[128, 273, 358, 195], [176, 142, 185, 130], [215, 84, 279, 6]]",8441,24174750,,
Random,24175275,60,"[[169, 251, 329, 107]]",8442,24175275,,
Random,24175290,60,"[[254, 313, 334, 190], [153, 314, 219, 114]]",8443,24175290,,
Random,24175410,60,"[[128, 108, 263, 16], [139, 241, 215, 187], [88, 153, 159, 117], [215, 278, 259, 188]]",8444,24175410,,
Random,24175575,60,"[[190, 152, 240, 64], [280, 271, 360, 38]]",8445,24175575,,
Random,24175590,60,"[[49, 93, 305, 3]]",8446,24175590,,
Random,24175605,60,"[[197, 250, 283, 58], [56, 77, 176, 37], [57, 160, 111, 128]]",8447,24175605,,
Random,24175635,60,"[[41, 194, 221, 66]]",8448,24175635,,
Random,24175770,60,"[[25, 275, 185, 131]]",8449,24175770,,
Random,24175815,60,"[[70, 255, 194, 169], [99, 115, 235, 24]]",8450,24175815,,
Random,24175815,60,"[[59, 298, 202, 178], [206, 164, 353, 124]]",8451,24175815,,
Random,24175950,60,"[[17, 132, 257, 36]]",8452,24175950,,
Random,24176115,60,"[[24, 135, 204, 7]]",8453,24176115,,
Random,24176460,60,"[[123, 230, 267, 70]]",8454,24176460,,
Random,24176490,60,"[[183, 97, 281, 52], [49, 273, 74, 215], [186, 300, 296, 158], [302, 257, 341, 217]]",8455,24176490,,
Random,24176805,60,"[[131, 249, 313, 158], [185, 134, 264, 52]]",8456,24176805,,
Random,24176895,60,"[[43, 166, 153, 91], [213, 219, 315, 74]]",8457,24176895,,
Random,24176895,60,"[[201, 282, 287, 233], [180, 217, 209, 107], [268, 233, 314, 218], [61, 143, 167, 2]]",8458,24176895,,
Random,24176970,60,"[[166, 282, 262, 42]]",8459,24176970,,
Random,24177465,60,"[[24, 109, 116, 81], [178, 316, 295, 160], [147, 111, 175, 32]]",8460,24177465,,
Random,24177765,60,"[[29, 306, 125, 66]]",8461,24177765,,
Random,24177825,60,"[[288, 51, 327, 24], [141, 210, 319, 113], [109, 272, 204, 224], [264, 32, 271, 9]]",8462,24177825,,
Random,24178290,60,"[[254, 320, 334, 32]]",8463,24178290,,
Random,24178605,60,"[[31, 199, 44, 160], [253, 196, 334, 5], [88, 135, 195, 69]]",8464,24178605,,
Random,24178950,60,"[[105, 202, 233, 22]]",8465,24178950,,
Random,24179025,60,"[[28, 79, 94, 5], [97, 257, 193, 166], [201, 304, 358, 244]]",8466,24179025,,
Random,24179055,60,"[[123, 132, 325, 60], [204, 237, 322, 165]]",8467,24179055,,
Random,24179070,60,"[[233, 186, 359, 106], [219, 225, 273, 202], [21, 256, 210, 194]]",8468,24179070,,
Random,24179070,60,"[[238, 94, 300, 46], [40, 201, 216, 87]]",8469,24179070,,
Random,24179625,60,"[[97, 243, 193, 3]]",8470,24179625,,
Random,24180060,60,"[[37, 316, 229, 196]]",8471,24180060,,
Random,24180210,60,"[[129, 163, 321, 43]]",8472,24180210,,
Random,24180270,60,"[[27, 196, 123, 24], [135, 50, 271, 2]]",8473,24180270,,
Random,24180315,60,"[[180, 255, 244, 10], [12, 129, 76, 14]]",8474,24180315,,
Random,24180375,60,"[[6, 123, 47, 97], [65, 143, 170, 44], [178, 86, 237, 10], [140, 288, 305, 245]]",8475,24180375,,
Random,24180465,60,"[[111, 159, 198, 98], [254, 197, 277, 183], [30, 185, 72, 77], [180, 320, 305, 217]]",8476,24180465,,
Random,24180840,60,"[[64, 181, 112, 103], [83, 294, 155, 271], [180, 127, 327, 7]]",8477,24180840,,
Random,24180855,60,"[[107, 286, 197, 30]]",8478,24180855,,
Random,24180855,60,"[[80, 167, 254, 81], [299, 312, 343, 201], [29, 225, 77, 187], [258, 73, 296, 37]]",8479,24180855,,
Random,24181485,60,"[[161, 303, 241, 15]]",8480,24181485,,
Random,24181500,60,"[[203, 246, 347, 86]]",8481,24181500,,
Random,24181515,60,"[[246, 320, 310, 96], [158, 77, 286, 9]]",8482,24181515,,
Random,24181590,60,"[[154, 269, 346, 149]]",8483,24181590,,
Random,24181695,60,"[[20, 175, 192, 43], [268, 281, 284, 260]]",8484,24181695,,
Random,24181740,60,"[[37, 74, 115, 48], [236, 316, 339, 112]]",8485,24181740,,
Random,24181860,60,"[[106, 274, 196, 18]]",8486,24181860,,
Random,24182040,60,"[[8, 310, 181, 222], [322, 144, 360, 132], [180, 128, 260, 84], [262, 292, 358, 252]]",8487,24182040,,
Random,24182235,60,"[[286, 152, 326, 79], [52, 308, 154, 202], [105, 186, 164, 35], [230, 188, 249, 167]]",8488,24182235,,
Random,24182325,60,"[[217, 320, 258, 283], [220, 71, 267, 20], [34, 236, 180, 105]]",8489,24182325,,
Random,24182460,60,"[[202, 271, 330, 91]]",8490,24182460,,
Random,24182880,60,"[[97, 81, 217, 1], [67, 236, 172, 108]]",8491,24182880,,
Random,24183030,60,"[[22, 281, 124, 237], [63, 137, 196, 53], [192, 202, 356, 157]]",8492,24183030,,
Random,24183090,60,"[[330, 141, 358, 50], [31, 309, 125, 91]]",8493,24183090,,
Random,24183150,60,"[[132, 237, 324, 117]]",8494,24183150,,
Random,24183285,60,"[[6, 288, 96, 32]]",8495,24183285,,
Random,24183390,60,"[[5, 137, 31, 86], [185, 281, 257, 246], [297, 176, 343, 113], [67, 306, 151, 112]]",8496,24183390,,
Random,24183495,60,"[[35, 164, 265, 87], [119, 287, 249, 246]]",8497,24183495,,
Random,24183495,60,"[[216, 254, 312, 14]]",8498,24183495,,
Random,24183540,60,"[[65, 201, 321, 111]]",8499,24183540,,
Random,24183540,60,"[[51, 243, 195, 83]]",8500,24183540,,
Random,24183810,60,"[[172, 243, 352, 115]]",8501,24183810,,
Random,24184095,60,"[[204, 221, 298, 194], [105, 165, 239, 12]]",8502,24184095,,
Random,24184335,60,"[[35, 100, 295, 31], [25, 285, 100, 217]]",8503,24184335,,
Random,24184515,60,"[[249, 125, 288, 9], [183, 108, 211, 15], [201, 311, 305, 158]]",8504,24184515,,
Random,24184530,60,"[[78, 144, 318, 48]]",8505,24184530,,
Random,24184800,60,"[[43, 234, 189, 162], [295, 298, 353, 82]]",8506,24184800,,
Random,24185220,60,"[[104, 259, 194, 3]]",8507,24185220,,
Random,24185505,60,"[[186, 311, 306, 119]]",8508,24185505,,
Random,24185550,60,"[[176, 195, 296, 3]]",8509,24185550,,
Random,24185595,60,"[[166, 281, 289, 138], [187, 121, 256, 42]]",8510,24185595,,
Random,24185670,60,"[[34, 302, 61, 259], [19, 154, 206, 37]]",8511,24185670,,
Random,24185805,60,"[[108, 204, 195, 132], [186, 113, 273, 78], [30, 282, 99, 83]]",8512,24185805,,
Random,24186090,60,"[[70, 61, 190, 19], [113, 257, 233, 107]]",8513,24186090,,
Random,24186345,60,"[[7, 207, 295, 127]]",8514,24186345,,
Random,24186630,60,"[[165, 151, 257, 32], [96, 270, 138, 168], [185, 243, 307, 179]]",8515,24186630,,
Random,24186735,60,"[[33, 218, 115, 186], [210, 319, 351, 203], [157, 81, 215, 11]]",8516,24186735,,
Random,24186990,60,"[[84, 179, 244, 35]]",8517,24186990,,
Random,24187095,60,"[[279, 102, 360, 56], [73, 99, 200, 15], [226, 175, 304, 122], [80, 164, 174, 116]]",8518,24187095,,
Random,24187470,60,"[[148, 250, 224, 204], [243, 269, 349, 177], [226, 145, 298, 9]]",8519,24187470,,
Random,24187770,60,"[[76, 132, 316, 36]]",8520,24187770,,
Random,24187815,60,"[[37, 191, 175, 77], [226, 90, 310, 3]]",8521,24187815,,
Random,24187890,60,"[[159, 275, 273, 166], [31, 269, 92, 95]]",8522,24187890,,
Random,24187905,60,"[[39, 212, 159, 20]]",8523,24187905,,
Random,24188025,60,"[[111, 134, 291, 49], [291, 185, 351, 56]]",8524,24188025,,
Random,24188055,60,"[[61, 127, 135, 19], [184, 279, 250, 51]]",8525,24188055,,
Random,24188070,60,"[[219, 260, 261, 185], [99, 245, 193, 134], [239, 74, 303, 32], [24, 171, 72, 30]]",8526,24188070,,
Random,24188190,60,"[[8, 319, 248, 223]]",8527,24188190,,
Random,24188535,60,"[[268, 131, 284, 69], [30, 242, 134, 30]]",8528,24188535,,
Random,24188670,60,"[[124, 240, 252, 60]]",8529,24188670,,
Random,24188715,60,"[[92, 259, 115, 227], [197, 313, 282, 53], [74, 136, 86, 119]]",8530,24188715,,
Random,24188865,60,"[[47, 61, 171, 13], [227, 275, 323, 243], [161, 185, 307, 89]]",8531,24188865,,
Random,24188865,60,"[[277, 104, 307, 90], [170, 155, 197, 111], [26, 197, 140, 9]]",8532,24188865,,
Random,24188880,60,"[[99, 233, 259, 89]]",8533,24188880,,
Random,24188985,60,"[[162, 283, 212, 139], [234, 258, 322, 78]]",8534,24188985,,
Random,24189075,60,"[[44, 92, 251, 31], [220, 279, 233, 273], [266, 207, 331, 48]]",8535,24189075,,
Random,24189240,60,"[[183, 212, 246, 80], [92, 276, 138, 213], [269, 243, 331, 143], [39, 123, 136, 65]]",8536,24189240,,
Random,24189270,60,"[[159, 222, 340, 135], [164, 62, 328, 18], [163, 122, 170, 111]]",8537,24189270,,
Random,24189300,60,"[[90, 273, 346, 183]]",8538,24189300,,
Random,24189375,60,"[[55, 109, 148, 79], [68, 238, 293, 148]]",8539,24189375,,
Random,24189405,60,"[[111, 185, 255, 25]]",8540,24189405,,
Random,24189420,60,"[[106, 170, 346, 74]]",8541,24189420,,
Random,24189435,60,"[[104, 297, 200, 123], [292, 151, 347, 51], [321, 227, 343, 189]]",8542,24189435,,
Random,24189570,60,"[[270, 307, 315, 279], [1, 190, 221, 91]]",8543,24189570,,
Random,24189600,60,"[[61, 224, 98, 104], [210, 160, 334, 10]]",8544,24189600,,
Random,24189690,60,"[[36, 268, 80, 93], [89, 83, 229, 3], [81, 238, 173, 193]]",8545,24189690,,
Random,24189765,60,"[[177, 275, 303, 126], [2, 274, 38, 215], [63, 320, 126, 286]]",8546,24189765,,
Random,24189825,60,"[[89, 252, 345, 162]]",8547,24189825,,
Random,24189975,60,"[[35, 242, 291, 152]]",8548,24189975,,
Random,24190185,60,"[[163, 282, 209, 259], [32, 123, 94, 27], [126, 146, 355, 76]]",8549,24190185,,
Random,24190305,60,"[[63, 252, 207, 92]]",8550,24190305,,
Random,24190320,60,"[[116, 262, 234, 88], [241, 89, 317, 56]]",8551,24190320,,
Random,24190425,60,"[[116, 184, 308, 64]]",8552,24190425,,
Random,24190560,60,"[[18, 127, 176, 62], [281, 289, 296, 243], [84, 243, 235, 163]]",8553,24190560,,
Random,24190770,60,"[[137, 32, 165, 10], [50, 198, 109, 84], [45, 315, 124, 253], [266, 282, 338, 132]]",8554,24190770,,
Random,24190785,60,"[[131, 89, 356, 23], [230, 260, 320, 169]]",8555,24190785,,
Random,24190890,60,"[[33, 267, 153, 75]]",8556,24190890,,
Random,24191640,60,"[[122, 305, 218, 65]]",8557,24191640,,
Random,24191700,60,"[[50, 222, 230, 94]]",8558,24191700,,
Random,24191835,60,"[[225, 27, 230, 21], [329, 171, 358, 106], [122, 320, 247, 151]]",8559,24191835,,
Random,24192045,60,"[[122, 290, 212, 34]]",8560,24192045,,
Random,24192150,60,"[[22, 99, 282, 29], [293, 235, 300, 224], [189, 160, 235, 120], [275, 172, 354, 135]]",8561,24192150,,
Random,24192360,60,"[[69, 197, 309, 101]]",8562,24192360,,
Random,24193005,60,"[[232, 109, 306, 1], [55, 181, 226, 93]]",8563,24193005,,
Random,24193230,60,"[[134, 287, 224, 31]]",8564,24193230,,
Random,24193365,60,"[[8, 96, 148, 60], [69, 220, 319, 148]]",8565,24193365,,
Random,24193560,60,"[[60, 147, 252, 27]]",8566,24193560,,
Random,24193620,60,"[[264, 310, 354, 138], [204, 121, 246, 1], [140, 194, 180, 131]]",8567,24193620,,
Random,24193650,60,"[[200, 207, 322, 37], [102, 278, 152, 232]]",8568,24193650,,
Random,24193965,60,"[[112, 198, 352, 102]]",8569,24193965,,
Random,24194025,60,"[[186, 293, 276, 37]]",8570,24194025,,
Random,24194070,60,"[[166, 295, 256, 39]]",8571,24194070,,
Random,24194085,60,"[[190, 50, 352, 6], [74, 142, 308, 74]]",8572,24194085,,
Random,24194115,60,"[[96, 183, 352, 93]]",8573,24194115,,
Random,24194175,60,"[[58, 168, 250, 48]]",8574,24194175,,
Random,24194235,60,"[[10, 287, 100, 145], [190, 260, 285, 152]]",8575,24194235,,
Random,24194490,60,"[[25, 267, 44, 216], [104, 130, 242, 44], [109, 246, 288, 189]]",8576,24194490,,
Random,24194580,60,"[[292, 251, 343, 224], [273, 135, 289, 127], [7, 215, 132, 64], [305, 159, 343, 89]]",8577,24194580,,
Random,24194670,60,"[[52, 101, 294, 11], [175, 220, 193, 150]]",8578,24194670,,
Random,24194730,60,"[[86, 271, 151, 201], [266, 278, 342, 57], [37, 258, 59, 181]]",8579,24194730,,
Random,24194790,60,"[[15, 276, 255, 180]]",8580,24194790,,
Random,24194865,60,"[[59, 287, 219, 143]]",8581,24194865,,
Random,24194925,60,"[[48, 100, 213, 54], [186, 176, 225, 140], [239, 182, 270, 104], [78, 307, 180, 193]]",8582,24194925,,
Random,24195000,60,"[[209, 167, 267, 93], [110, 316, 196, 98]]",8583,24195000,,
Random,24195150,60,"[[133, 236, 358, 156], [280, 115, 325, 3]]",8584,24195150,,
Random,24195270,60,"[[220, 251, 316, 11]]",8585,24195270,,
Random,24195465,60,"[[41, 293, 113, 48], [219, 297, 327, 247]]",8586,24195465,,
Random,24195555,60,"[[100, 208, 356, 118]]",8587,24195555,,
Random,24195765,60,"[[36, 234, 79, 109], [130, 251, 258, 189], [75, 320, 216, 251]]",8588,24195765,,
Random,24195915,60,"[[56, 320, 344, 240]]",8589,24195915,,
Random,24196065,60,"[[259, 301, 326, 225], [81, 118, 92, 96], [82, 81, 256, 2], [158, 238, 230, 183]]",8590,24196065,,
Random,24196380,60,"[[136, 225, 341, 129], [6, 131, 38, 26]]",8591,24196380,,
Random,24196470,60,"[[231, 310, 311, 22]]",8592,24196470,,
Random,24196755,60,"[[15, 235, 105, 7], [7, 302, 77, 266]]",8593,24196755,,
Random,24197130,60,"[[5, 208, 14, 194], [89, 59, 248, 11], [171, 191, 218, 158], [88, 277, 287, 208]]",8594,24197130,,
Random,24197175,60,"[[170, 294, 298, 114]]",8595,24197175,,
Random,24197190,60,"[[7, 131, 126, 5], [143, 126, 292, 72]]",8596,24197190,,
Random,24197250,60,"[[199, 128, 219, 112], [193, 99, 229, 79], [64, 234, 174, 34]]",8597,24197250,,
Random,24197445,60,"[[11, 264, 171, 120]]",8598,24197445,,
Random,24197445,60,"[[49, 234, 305, 144]]",8599,24197445,,
Random,24197580,60,"[[102, 201, 246, 41]]",8600,24197580,,
Random,24198045,60,"[[1, 172, 138, 92], [174, 223, 314, 161], [96, 316, 181, 280], [325, 231, 342, 211]]",8601,24198045,,
Random,24198255,60,"[[50, 51, 100, 31], [146, 287, 336, 171]]",8602,24198255,,
Random,24198300,60,"[[123, 175, 272, 116], [320, 265, 350, 219], [29, 244, 197, 194], [248, 95, 357, 54]]",8603,24198300,,
Random,24198360,60,"[[112, 285, 208, 45]]",8604,24198360,,
Random,24198570,60,"[[30, 195, 209, 135], [17, 257, 222, 197]]",8605,24198570,,
Random,24198720,60,"[[279, 285, 357, 252], [2, 287, 85, 95], [244, 319, 296, 286], [278, 113, 320, 46]]",8606,24198720,,
Random,24199035,60,"[[148, 175, 226, 139], [15, 234, 179, 176], [138, 135, 272, 55]]",8607,24199035,,
Random,24199035,60,"[[300, 169, 323, 89], [247, 319, 330, 219], [51, 168, 201, 82]]",8608,24199035,,
Random,24199545,60,"[[126, 230, 158, 172], [208, 307, 302, 167], [211, 141, 243, 82], [295, 106, 354, 2]]",8609,24199545,,
Random,24199590,60,"[[184, 272, 269, 48], [291, 201, 331, 101]]",8610,24199590,,
Random,24200010,60,"[[51, 301, 141, 45]]",8611,24200010,,
Random,24200025,60,"[[273, 98, 333, 77], [34, 315, 154, 236], [83, 177, 206, 77]]",8612,24200025,,
Random,24200070,60,"[[41, 186, 163, 134], [255, 174, 313, 15], [55, 122, 156, 48]]",8613,24200070,,
Random,24200220,60,"[[47, 217, 207, 73]]",8614,24200220,,
Random,24200415,60,"[[264, 181, 347, 6], [101, 146, 132, 131], [136, 270, 206, 155]]",8615,24200415,,
Random,24200415,60,"[[75, 283, 115, 158], [303, 201, 359, 20], [3, 114, 73, 34], [163, 173, 235, 141]]",8616,24200415,,
Random,24200475,60,"[[47, 283, 118, 163], [201, 242, 333, 132]]",8617,24200475,,
Random,24200655,60,"[[143, 261, 233, 5]]",8618,24200655,,
Random,24200655,60,"[[171, 239, 291, 47]]",8619,24200655,,
Random,24200910,60,"[[147, 259, 253, 178], [253, 200, 352, 54]]",8620,24200910,,
Random,24201225,60,"[[50, 191, 306, 101]]",8621,24201225,,
Random,24201600,60,"[[157, 254, 256, 29], [244, 29, 295, 14]]",8622,24201600,,
Random,24201750,60,"[[39, 157, 231, 37]]",8623,24201750,,
Random,24201870,60,"[[180, 193, 308, 13]]",8624,24201870,,
Random,24202020,60,"[[114, 204, 234, 12]]",8625,24202020,,
Random,24202110,60,"[[176, 315, 233, 150], [71, 157, 119, 39], [347, 201, 355, 173], [236, 243, 297, 116]]",8626,24202110,,
Random,24202155,60,"[[199, 100, 295, 44], [20, 181, 148, 43]]",8627,24202155,,
Random,24202320,60,"[[189, 301, 230, 217], [102, 125, 315, 33]]",8628,24202320,,
Random,24202755,60,"[[202, 254, 289, 110], [103, 270, 176, 126]]",8629,24202755,,
Random,24202830,60,"[[11, 230, 267, 140]]",8630,24202830,,
Random,24203100,60,"[[100, 305, 292, 185]]",8631,24203100,,
Random,24203220,60,"[[35, 158, 275, 62]]",8632,24203220,,
Random,24203340,60,"[[115, 238, 235, 46]]",8633,24203340,,
Random,24203400,60,"[[156, 217, 217, 96], [42, 123, 119, 52], [240, 190, 338, 86]]",8634,24203400,,
Random,24203430,60,"[[87, 16, 93, 11], [7, 156, 127, 71], [250, 267, 311, 57]]",8635,24203430,,
Random,24203610,60,"[[177, 186, 305, 6]]",8636,24203610,,
Random,24203820,60,"[[64, 299, 224, 155]]",8637,24203820,,
Random,24204180,60,"[[35, 239, 163, 59]]",8638,24204180,,
Random,24204255,60,"[[292, 264, 349, 112], [102, 139, 159, 27], [191, 240, 263, 129]]",8639,24204255,,
Random,24204585,60,"[[65, 293, 145, 5]]",8640,24204585,,
Random,24204615,60,"[[75, 90, 92, 62], [207, 294, 295, 101], [226, 98, 316, 36]]",8641,24204615,,
Random,24204750,60,"[[75, 215, 187, 35], [65, 269, 89, 237], [9, 138, 75, 106]]",8642,24204750,,
Random,24204750,60,"[[39, 311, 85, 217], [267, 274, 359, 122], [46, 102, 98, 11]]",8643,24204750,,
Random,24204810,60,"[[60, 222, 180, 30]]",8644,24204810,,
Random,24204915,60,"[[22, 270, 150, 90]]",8645,24204915,,
Random,24205275,60,"[[2, 105, 53, 69], [155, 162, 341, 48]]",8646,24205275,,
Random,24205290,60,"[[55, 202, 295, 106]]",8647,24205290,,
Random,24205515,60,"[[160, 238, 304, 78]]",8648,24205515,,
Random,24205530,60,"[[29, 313, 139, 111], [230, 228, 271, 208]]",8649,24205530,,
Random,24205530,60,"[[294, 45, 329, 9], [80, 84, 291, 0], [81, 263, 120, 159]]",8650,24205530,,
Random,24205560,60,"[[65, 174, 305, 78]]",8651,24205560,,
Random,24205800,60,"[[83, 272, 203, 80]]",8652,24205800,,
Random,24206010,60,"[[186, 164, 293, 41], [44, 283, 133, 172]]",8653,24206010,,
Random,24206085,60,"[[17, 290, 197, 162]]",8654,24206085,,
Random,24206085,60,"[[9, 193, 201, 73]]",8655,24206085,,
Random,24206100,60,"[[108, 195, 300, 75]]",8656,24206100,,
Random,24206250,60,"[[191, 272, 285, 69], [123, 254, 159, 229], [7, 181, 67, 153], [130, 158, 183, 132]]",8657,24206250,,
Random,24206280,60,"[[217, 292, 297, 4]]",8658,24206280,,
Random,24206430,60,"[[317, 150, 347, 100], [216, 181, 294, 42], [57, 121, 184, 63], [119, 235, 187, 186]]",8659,24206430,,
Random,24206520,60,"[[132, 143, 324, 23]]",8660,24206520,,
Random,24206700,60,"[[298, 303, 359, 70], [0, 256, 91, 159]]",8661,24206700,,
Random,24206775,60,"[[162, 35, 250, 2], [6, 229, 53, 156], [71, 286, 328, 221]]",8662,24206775,,
Random,24206790,60,"[[291, 239, 359, 22], [170, 122, 200, 82], [158, 298, 235, 206]]",8663,24206790,,
Random,24206910,60,"[[161, 221, 353, 101]]",8664,24206910,,
Random,24207000,60,"[[112, 279, 240, 99]]",8665,24207000,,
Random,24207435,60,"[[32, 233, 128, 135], [174, 180, 338, 105], [204, 241, 243, 209], [334, 281, 346, 274]]",8666,24207435,,
Random,24207450,60,"[[291, 271, 354, 41], [23, 249, 173, 192]]",8667,24207450,,
Random,24207630,60,"[[176, 290, 256, 2]]",8668,24207630,,
Random,24207645,60,"[[33, 146, 227, 89], [266, 185, 284, 138], [295, 214, 307, 210], [126, 87, 302, 24]]",8669,24207645,,
Random,24207840,60,"[[62, 153, 213, 85], [75, 246, 89, 211], [220, 297, 289, 124], [171, 15, 194, 0]]",8670,24207840,,
Random,24208155,60,"[[114, 247, 138, 225], [34, 164, 257, 77], [240, 257, 301, 206]]",8671,24208155,,
Random,24208290,60,"[[34, 258, 92, 59], [96, 232, 151, 96], [217, 175, 315, 134]]",8672,24208290,,
Random,24208515,60,"[[174, 242, 354, 114]]",8673,24208515,,
Random,24208575,60,"[[26, 183, 113, 67], [288, 247, 334, 227], [114, 312, 308, 250]]",8674,24208575,,
Random,24208740,60,"[[53, 258, 293, 167], [279, 162, 303, 112]]",8675,24208740,,
Random,24208785,60,"[[193, 306, 339, 212], [157, 153, 206, 92], [240, 195, 297, 84]]",8676,24208785,,
Random,24208830,60,"[[81, 267, 195, 174], [311, 32, 344, 14], [205, 159, 299, 33]]",8677,24208830,,
Random,24208905,60,"[[113, 155, 273, 11]]",8678,24208905,,
Random,24209085,60,"[[172, 300, 316, 140]]",8679,24209085,,
Random,24209100,60,"[[98, 265, 354, 175]]",8680,24209100,,
Random,24209190,60,"[[185, 27, 257, 8], [46, 75, 143, 19], [33, 234, 173, 118]]",8681,24209190,,
Random,24209310,60,"[[11, 271, 207, 206], [229, 157, 288, 97], [65, 148, 195, 96]]",8682,24209310,,
Random,24209385,60,"[[166, 195, 244, 5], [232, 278, 346, 228], [20, 88, 56, 18]]",8683,24209385,,
Random,24209475,60,"[[10, 170, 202, 50]]",8684,24209475,,
Random,24209490,60,"[[81, 229, 261, 101]]",8685,24209490,,
Random,24209610,60,"[[166, 308, 286, 167], [136, 87, 181, 35], [38, 186, 80, 96]]",8686,24209610,,
Random,24210255,60,"[[127, 202, 333, 138], [163, 274, 317, 210]]",8687,24210255,,
Random,24210285,60,"[[120, 96, 280, 33], [34, 191, 115, 31]]",8688,24210285,,
Random,24210435,60,"[[199, 170, 242, 95], [208, 277, 355, 188], [45, 319, 198, 275]]",8689,24210435,,
Random,24210495,60,"[[27, 219, 177, 108], [225, 195, 270, 53]]",8690,24210495,,
Random,24210525,60,"[[32, 284, 176, 175], [198, 240, 300, 168]]",8691,24210525,,
Random,24210540,60,"[[191, 119, 341, 39], [51, 131, 171, 39]]",8692,24210540,,
Random,24210810,60,"[[224, 224, 296, 23], [46, 225, 148, 141]]",8693,24210810,,
Random,24211860,60,"[[91, 248, 235, 88]]",8694,24211860,,
Random,24212010,60,"[[34, 195, 196, 73], [113, 249, 204, 213]]",8695,24212010,,
Random,24212160,60,"[[130, 296, 150, 277], [184, 215, 294, 9]]",8696,24212160,,
Random,24212175,60,"[[189, 145, 351, 85], [128, 313, 188, 100], [319, 226, 355, 211]]",8697,24212175,,
Random,24212265,60,"[[173, 281, 233, 155], [159, 36, 228, 10], [48, 317, 75, 287], [35, 218, 109, 44]]",8698,24212265,,
Random,24212265,60,"[[74, 320, 164, 183], [115, 96, 285, 33]]",8699,24212265,,
Random,24212940,60,"[[72, 189, 181, 92], [75, 245, 257, 199], [229, 154, 320, 109]]",8700,24212940,,
