algoritme;score;housecount;climb;swaps
300;19655970;40;5;1
301;19664520;40;9;2
302;19672500;40;10;3
303;19681050;40;11;1
304;19668225;40;5;1
305;19663950;40;7;2
306;19655400;40;15;3
307;19649700;40;19;4
308;19666515;40;2;1
309;19683615;40;9;2
310;19668795;40;2;1
311;19705395;40;4;2
312;19701120;40;15;1
313;19718220;40;14;1
314;19717365;40;17;1
315;19725915;40;12;1
316;19734465;40;6;1
317;19743015;40;8;2
318;19816215;40;3;1
319;19824480;40;7;2
320;19820775;40;7;1
321;19843005;40;1;1
322;19881480;40;3;2
323;19903710;40;18;1
324;19899435;40;13;1
325;19903710;40;16;2
326;19920810;40;20;3
327;19952730;40;17;1
328;19957005;40;2;1
329;19961280;40;4;2
330;19979580;40;2;1
331;19975305;40;5;2
332;19979580;40;10;3
333;19946235;40;18;4
334;19933410;40;16;1
335;19916310;40;19;2
336;19892370;40;6;1
337;19896645;40;13;2
338;19879545;40;1;1
339;19872135;40;11;2
340;19880115;40;10;1
341;19867290;40;10;1
342;19891230;40;14;1
343;19896360;40;5;1
344;19887810;40;19;2
345;19896360;40;5;1
346;19913460;40;8;1
347;19922010;40;17;2
348;19926285;40;18;3
349;19949655;40;3;1
350;19945380;40;5;2
351;19965045;40;14;3
352;19971030;40;1;1
353;19975305;40;18;2
354;19979580;40;4;1
355;20005230;40;13;1
356;20008935;40;20;1
357;20004660;40;16;1
358;19974735;40;14;1
359;19991835;40;15;2
360;19999815;40;1;1
361;20012640;40;14;2
362;19999815;40;19;3
363;19993830;40;11;1
364;19981005;40;12;2
365;19961910;40;13;3
366;19942815;40;16;4
367;19938540;40;19;5
368;19933125;40;9;1
369;19939110;40;4;1
370;19943385;40;4;1
371;19935975;40;5;2
372;19927425;40;6;3
373;19905765;40;11;4
374;19915455;40;13;5
375;19943505;40;14;6
376;19948920;40;3;1
377;19944645;40;12;1
378;19932960;40;15;2
379;19921845;40;18;3
380;19935870;40;6;1
381;19931595;40;4;1
382;19935870;40;6;2
383;19951830;40;13;3
384;19956105;40;18;4
385;19947555;40;10;1
386;19943280;40;17;2
387;19930455;40;10;1
388;19921905;40;12;2
389;19937865;40;13;3
390;19972065;40;11;1
391;19980045;40;12;2
392;19978335;40;19;3
393;20026215;40;1;1
394;20042175;40;5;2
395;20059275;40;1;1
396;20056140;40;7;1
397;20071530;40;20;2
398;20067255;40;4;1
399;20075805;40;8;2
400;20084355;40;1;1
401;20088630;40;5;2
402;20092905;40;16;1
403;20100885;40;9;1
404;20122545;40;1;1
405;20117700;40;13;2
406;20121975;40;10;1
407;20134800;40;20;2
408;20139930;40;14;1
409;20137365;40;16;2
410;20145915;40;3;1
411;20139075;40;10;1
412;20130525;40;13;1
413;20104875;40;2;1
414;20086575;40;3;2
415;20082300;40;4;3
416;20068620;40;7;4
417;20081445;40;10;5
418;20077170;40;13;6
419;20080875;40;19;7
420;20072895;40;1;1
421;20068620;40;10;1
422;20072325;40;1;1
423;20076600;40;6;2
424;20063775;40;7;3
425;20100375;40;12;4
426;20116335;40;17;5
427;20120610;40;12;1
428;20136570;40;10;1
429;20123745;40;15;2
430;20206305;40;5;1
431;20200320;40;10;2
432;20218845;40;9;1
433;20201745;40;16;2
434;20222550;40;8;1
435;20214570;40;2;1
436;20222550;40;6;2
437;20222835;40;17;1
438;20228310;40;1;1
439;20244270;40;2;1
440;20253960;40;18;1
441;20250255;40;2;1
442;20241705;40;14;2
443;20234295;40;4;1
444;20230020;40;18;1
445;20222610;40;7;1
446;20233725;40;7;1
447;20238000;40;15;2
448;20242275;40;7;1
449;20267925;40;11;2
450;20272200;40;13;3
451;20285025;40;1;1
452;20293005;40;5;1
453;20301555;40;3;1
454;20309535;40;3;1
455;20322360;40;8;2
456;20317515;40;6;1
457;20321790;40;15;2
458;20322360;40;2;1
459;20318085;40;1;1
460;20299785;40;7;2
461;20291805;40;13;3
462;20299785;40;9;1
463;20304060;40;7;1
464;20299785;40;9;1
465;20286960;40;14;2
466;20309190;40;4;1
467;20337810;40;9;2
468;20346360;40;5;1
469;20333535;40;10;2
470;20320710;40;15;3
471;20339010;40;11;1
472;20343285;40;13;2
473;20347560;40;1;1
474;20339580;40;1;1
475;20330175;40;5;2
476;20321625;40;9;1
477;20317350;40;17;2
478;20335650;40;9;1
479;20327670;40;16;1
480;20323395;40;14;1
481;20315415;40;3;1
482;20357490;40;3;1
483;20353215;40;2;1
484;20357490;40;6;1
485;20361765;40;20;1
486;20383140;40;9;1
487;20391690;40;8;1
488;20430165;40;6;1
489;20434440;40;16;1
490;20458380;40;18;1
491;20438145;40;7;1
492;20433870;40;8;2
493;20421045;40;15;3
494;20416200;40;16;1
495;20411925;40;18;2
496;20416200;40;5;1
497;20424180;40;11;1
498;20415630;40;11;1
499;20408220;40;2;1
500;20416770;40;9;2
501;20411925;40;1;1
502;20420475;40;10;2
503;20424750;40;16;3
504;20429025;40;15;1
505;20454675;40;15;1
506;20458950;40;20;2
507;20490870;40;5;1
508;20506830;40;8;2
509;20502555;40;16;1
510;20498850;40;19;1
511;20525355;40;16;1
512;20525925;40;17;1
513;20533335;40;17;1
514;20534475;40;16;1
515;20543025;40;14;1
516;20538750;40;10;1
517;20512245;40;15;2
518;20525070;40;19;3
519;20520795;40;16;1
520;20520225;40;1;1
521;20515950;40;14;2
522;20508540;40;10;1
523;20497995;40;4;1
524;20487735;40;12;2
525;20495715;40;14;3
526;20519655;40;18;4
527;20503695;40;6;1
528;20543025;40;15;2
529;20534475;40;17;3
530;20521650;40;19;1
531;20525925;40;5;1
532;20517375;40;15;1
533;20511960;40;1;1
534;20529060;40;16;2
535;20520510;40;15;1
536;20533335;40;12;1
537;20597265;40;16;1
538;20613225;40;2;1
539;20621775;40;17;1
540;20629755;40;7;1
541;20642580;40;20;1
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
algoritme;score;housecount;climb;swaps
